date,product,region,sales_amount,units_sold,customer_satisfaction,delivery_time_days,is_promotional
2066-06-01,Headphones,West,457.95,11,4.0,6,True
2066-06-02,Laptop,South,603.61,34,3.3,5,False
2066-06-03,Headphones,South,1429.35,15,4.9,1,True
2066-06-04,Smartwatch,South,1922.38,5,3.9,2,True
2066-06-05,Smartwatch,West,492.87,48,3.9,9,False
2066-06-06,Laptop,East,984.72,21,4.1,7,True
2066-06-07,Laptop,North,1983.81,31,3.5,5,True
2066-06-08,Tablet,South,1870.18,40,4.6,9,True
2066-06-09,Headphones,East,769.4,7,4.3,7,True
2066-06-10,Tablet,Central,707.41,35,4.9,7,True
2066-06-11,Smartphone,North,560.12,21,3.4,5,True
2066-06-12,Smartphone,Central,395.27,40,4.2,5,False
2066-06-13,Laptop,East,974.1,5,4.0,3,False
2066-06-14,Smartwatch,East,748.13,14,4.8,4,True
2066-06-15,Smartphone,Central,1515.19,34,3.1,6,True
2066-06-16,Smartphone,North,550.05,10,4.5,6,True
2066-06-17,Tablet,Central,1499.03,18,4.2,7,True
2066-06-18,Tablet,Central,647.48,17,4.2,6,True
2066-06-19,Smartphone,Central,1226.18,38,4.8,6,True
2066-06-20,Laptop,North,1313.02,49,4.2,5,True
2066-06-21,Tablet,West,1376.38,32,4.4,6,False
2066-06-22,Smartphone,North,433.14,17,4.3,3,False
2066-06-23,Smartwatch,Central,637.15,22,3.1,8,True
2066-06-24,Tablet,South,567.62,25,3.2,6,False
2066-06-25,Smartphone,South,1194.7,16,3.7,3,False
2066-06-26,Headphones,East,243.92,30,4.4,8,True
2066-06-27,Tablet,West,1084.69,34,3.1,1,False
2066-06-28,Headphones,East,266.19,5,4.5,1,True
2066-06-29,Tablet,East,740.41,44,3.4,5,True
2066-06-30,Tablet,South,1404.74,33,4.1,4,True
2066-07-01,Headphones,North,883.87,5,3.4,7,True
2066-07-02,Laptop,East,632.65,40,3.4,2,False
2066-07-03,Smartphone,East,1270.13,42,3.7,2,True
2066-07-04,Laptop,West,1506.51,3,4.8,6,False
2066-07-05,Laptop,South,583.71,38,3.5,2,True
2066-07-06,Smartphone,North,668.86,13,3.1,5,False
2066-07-07,Smartwatch,West,1316.56,8,4.8,8,True
2066-07-08,Laptop,North,1933.92,30,3.9,9,True
2066-07-09,Laptop,North,506.36,5,4.2,2,True
2066-07-10,Laptop,East,1343.07,38,4.8,3,True
2066-07-11,Smartwatch,West,1822.52,31,4.5,3,False
2066-07-12,Tablet,East,977.74,2,4.6,2,True
2066-07-13,Headphones,Central,702.0,7,4.0,6,False
2066-07-14,Headphones,North,1367.06,16,4.4,7,True
2066-07-15,Smartwatch,West,159.72,10,4.9,1,True
2066-07-16,Laptop,South,784.31,29,4.8,4,False
2066-07-17,Headphones,East,590.15,30,4.2,2,True
2066-07-18,Smartwatch,Central,526.78,20,3.2,1,True
2066-07-19,Smartphone,Central,441.54,42,5.0,8,False
2066-07-20,Headphones,Central,1500.42,34,3.5,8,False
2066-07-21,Smartphone,East,1914.69,8,3.7,4,False
2066-07-22,Laptop,South,831.06,34,3.3,6,False
2066-07-23,Headphones,West,193.3,34,3.3,4,False
2066-07-24,Smartwatch,North,1465.93,45,4.6,8,False
2066-07-25,Tablet,South,1122.59,36,3.3,6,True
2066-07-26,Headphones,East,1474.92,7,3.4,9,False
2066-07-27,Headphones,West,1331.02,14,3.3,7,True
2066-07-28,Headphones,North,1820.33,20,3.7,7,False
2066-07-29,Headphones,West,366.84,37,4.4,7,True
2066-07-30,Smartwatch,North,421.41,33,4.3,4,False
2066-07-31,Smartwatch,North,748.98,31,4.4,7,False
2066-08-01,Tablet,Central,1033.64,33,4.5,9,False
2066-08-02,Smartwatch,East,1858.86,26,3.0,4,True
2066-08-03,Smartwatch,South,1823.23,26,4.4,9,True
2066-08-04,Laptop,Central,1756.56,38,4.4,1,True
2066-08-05,Laptop,Central,522.8,16,3.1,3,False
2066-08-06,Smartphone,West,1486.39,12,3.9,1,True
2066-08-07,Tablet,North,828.63,1,3.2,3,False
2066-08-08,Laptop,North,1869.25,44,3.4,5,True
2066-08-09,Tablet,West,507.62,20,4.0,5,False
2066-08-10,Tablet,East,368.39,2,3.0,5,True
2066-08-11,Headphones,North,1700.53,31,3.2,1,False
2066-08-12,Tablet,Central,1462.12,18,3.2,4,False
2066-08-13,Headphones,Central,1660.7,42,3.2,6,False
2066-08-14,Smartphone,North,400.09,10,3.1,5,False
2066-08-15,Smartphone,North,1781.11,6,4.2,4,True
2066-08-16,Smartphone,East,1387.48,2,3.4,1,False
2066-08-17,Headphones,North,1337.97,16,4.7,5,False
2066-08-18,Headphones,East,1206.91,5,4.8,2,False
2066-08-19,Smartphone,Central,1553.27,38,4.4,4,True
2066-08-20,Headphones,East,889.66,22,3.1,4,True
2066-08-21,Smartwatch,North,352.36,22,4.8,8,True
2066-08-22,Smartwatch,South,1124.6,22,3.8,2,False
2066-08-23,Headphones,North,1521.39,1,3.4,2,True
2066-08-24,Headphones,South,391.93,36,4.6,5,False
2066-08-25,Laptop,Central,525.64,49,3.7,3,True
2066-08-26,Laptop,West,1423.44,13,4.0,5,False
2066-08-27,Tablet,Central,612.34,12,4.5,2,False
2066-08-28,Tablet,Central,422.89,13,3.2,4,False
2066-08-29,Tablet,Central,1789.84,48,3.3,9,False
2066-08-30,Smartphone,East,405.7,11,4.9,7,False
2066-08-31,Smartwatch,Central,753.88,18,4.4,9,False
2066-09-01,Smartphone,West,914.02,22,3.5,1,False
2066-09-02,Headphones,North,1004.67,1,4.1,7,True
2066-09-03,Laptop,South,786.49,4,3.4,4,True
2066-09-04,Headphones,Central,1833.82,9,4.7,4,False
2066-09-05,Headphones,South,1351.39,3,3.9,1,True
2066-09-06,Laptop,Central,783.04,8,4.6,8,True
2066-09-07,Headphones,East,779.67,9,4.9,7,False
2066-09-08,Tablet,South,1055.61,18,5.0,2,False
2066-09-09,Laptop,Central,163.96,5,3.3,8,False
2066-09-10,Headphones,Central,1860.62,22,4.9,4,True
2066-09-11,Tablet,West,524.29,37,3.5,3,False
2066-09-12,Tablet,West,1425.43,5,3.7,5,True
2066-09-13,Smartwatch,West,1577.67,23,3.1,5,False
2066-09-14,Tablet,East,1672.03,16,4.3,4,True
2066-09-15,Smartphone,South,414.72,5,4.3,6,False
2066-09-16,Laptop,East,1119.72,37,4.6,5,False
2066-09-17,Laptop,North,258.98,44,4.9,2,False
2066-09-18,Laptop,Central,1629.11,39,3.9,7,True
2066-09-19,Headphones,Central,1024.26,3,3.8,9,False
2066-09-20,Headphones,Central,401.13,26,4.3,2,False
2066-09-21,Smartphone,West,1465.49,8,4.3,2,True
2066-09-22,Tablet,Central,729.22,21,3.9,2,False
2066-09-23,Headphones,West,317.56,18,4.8,7,True
2066-09-24,Tablet,North,976.04,5,3.1,6,False
2066-09-25,Tablet,East,546.97,6,4.5,4,True
2066-09-26,Headphones,East,1905.42,27,3.4,8,False
2066-09-27,Headphones,East,786.59,22,4.0,2,False
2066-09-28,Smartphone,West,1187.66,22,4.7,6,True
2066-09-29,Smartwatch,South,1901.89,38,3.7,1,False
2066-09-30,Laptop,South,848.07,38,4.8,5,True
2066-10-01,Headphones,North,780.44,43,3.9,8,False
2066-10-02,Headphones,South,408.57,27,4.4,1,True
2066-10-03,Tablet,North,1882.78,45,4.4,2,False
2066-10-04,Smartwatch,Central,1621.42,46,3.5,1,False
2066-10-05,Headphones,East,519.92,49,4.8,4,False
2066-10-06,Smartwatch,West,732.08,33,3.2,9,True
2066-10-07,Laptop,North,1838.33,42,4.2,4,True
2066-10-08,Tablet,West,1120.83,31,4.9,7,False
2066-10-09,Smartphone,West,1157.04,28,3.1,5,True
2066-10-10,Laptop,East,1331.47,30,4.1,9,False
2066-10-11,Smartwatch,Central,1548.11,34,3.5,5,False
2066-10-12,Smartwatch,Central,1884.64,45,3.4,6,True
2066-10-13,Laptop,South,1624.23,17,3.5,6,False
2066-10-14,Smartwatch,Central,1875.64,35,4.8,1,True
2066-10-15,Smartphone,East,1659.16,36,3.9,3,True
2066-10-16,Smartphone,West,188.22,6,3.5,2,False
2066-10-17,Smartwatch,North,323.32,45,4.9,7,False
2066-10-18,Smartwatch,North,1781.3,29,3.6,4,False
2066-10-19,Smartphone,Central,152.62,23,4.4,9,True
2066-10-20,Smartwatch,South,1608.93,14,4.1,3,True
2066-10-21,Headphones,North,1714.7,9,4.4,7,True
2066-10-22,Tablet,South,889.38,15,3.4,5,False
2066-10-23,Headphones,North,774.22,38,4.4,2,True
2066-10-24,Smartwatch,South,469.37,25,4.8,1,False
2066-10-25,Smartwatch,South,192.95,20,3.2,5,False
2066-10-26,Tablet,West,1516.23,43,3.7,3,False
2066-10-27,Smartwatch,East,240.08,22,4.9,7,False
2066-10-28,Tablet,North,1894.87,7,3.5,9,False
2066-10-29,Smartphone,Central,663.81,18,3.1,4,True
2066-10-30,Tablet,East,1609.06,17,3.1,9,False
2066-10-31,Tablet,West,213.4,14,3.6,6,True
2066-11-01,Headphones,West,1118.93,26,4.0,1,False
2066-11-02,Smartwatch,West,763.29,40,3.5,7,True
2066-11-03,Smartphone,Central,157.0,32,3.6,3,True
2066-11-04,Laptop,North,1346.02,29,4.7,2,False
2066-11-05,Tablet,North,1892.01,40,4.5,1,False
2066-11-06,Laptop,South,120.43,7,3.6,9,True
2066-11-07,Smartwatch,South,613.83,9,3.7,4,False
2066-11-08,Tablet,South,1436.85,12,4.9,4,False
2066-11-09,Laptop,Central,1755.38,3,4.9,3,True
2066-11-10,Headphones,East,462.48,32,4.9,1,True
2066-11-11,Laptop,North,234.36,33,4.9,4,False
2066-11-12,Headphones,South,116.42,15,4.3,1,True
2066-11-13,Smartphone,Central,508.89,9,3.6,8,False
2066-11-14,Smartwatch,Central,235.5,49,4.9,6,False
2066-11-15,Laptop,South,782.83,44,4.5,2,True
2066-11-16,Tablet,West,936.24,17,4.4,2,True
2066-11-17,Smartwatch,West,1011.86,28,4.6,7,False
2066-11-18,Laptop,West,370.43,45,4.2,3,False
2066-11-19,Tablet,South,981.58,13,4.2,2,True
2066-11-20,Tablet,Central,117.2,47,3.7,1,True
2066-11-21,Tablet,Central,554.9,21,3.3,2,False
2066-11-22,Tablet,North,801.26,47,3.9,2,False
2066-11-23,Laptop,West,324.87,5,4.0,5,True
2066-11-24,Smartphone,South,1646.61,7,4.8,4,False
2066-11-25,Headphones,North,482.3,38,3.8,5,True
2066-11-26,Headphones,Central,1534.29,37,4.8,6,False
2066-11-27,Headphones,North,1000.4,19,3.6,8,True
2066-11-28,Smartphone,West,1011.51,41,4.9,6,False
2066-11-29,Tablet,East,1325.87,32,3.1,9,False
2066-11-30,Tablet,West,184.13,43,4.1,5,False
2066-12-01,Smartwatch,West,249.64,3,3.6,6,False
2066-12-02,Headphones,South,721.0,39,3.6,4,True
2066-12-03,Headphones,East,891.96,35,3.2,4,True
2066-12-04,Tablet,East,916.89,27,4.4,5,False
2066-12-05,Headphones,East,1386.09,38,3.8,1,True
2066-12-06,Tablet,Central,101.34,48,4.9,2,True
2066-12-07,Tablet,North,1922.3,8,4.4,4,True
2066-12-08,Tablet,Central,431.53,19,3.9,7,False
2066-12-09,Laptop,East,572.4,30,4.3,2,False
2066-12-10,Laptop,South,1820.69,48,3.1,2,False
2066-12-11,Laptop,West,110.43,40,4.2,4,False
2066-12-12,Laptop,West,1983.48,10,4.3,4,False
2066-12-13,Smartphone,Central,168.32,30,3.2,9,False
2066-12-14,Smartwatch,Central,329.04,9,4.4,9,True
2066-12-15,Smartwatch,South,556.2,48,3.9,5,False
2066-12-16,Tablet,West,933.57,22,4.0,1,False
2066-12-17,Headphones,Central,1085.06,31,4.4,8,False
2066-12-18,Laptop,North,298.97,46,3.9,6,False
2066-12-19,Smartwatch,Central,239.98,10,3.5,5,False
2066-12-20,Smartwatch,Central,160.53,36,3.6,1,True
2066-12-21,Laptop,East,587.83,10,4.5,6,False
2066-12-22,Smartphone,North,1850.91,27,3.1,5,False
2066-12-23,Smartphone,North,840.7,15,4.7,3,False
2066-12-24,Smartwatch,South,1551.61,19,4.2,7,True
2066-12-25,Smartphone,East,461.36,11,4.5,4,False
2066-12-26,Laptop,North,222.89,32,3.7,2,True
2066-12-27,Smartwatch,East,1153.13,20,3.4,1,True
2066-12-28,Laptop,East,1661.98,46,4.6,2,True
2066-12-29,Smartphone,West,1807.07,15,3.2,7,True
2066-12-30,Laptop,North,1137.79,4,3.3,9,False
2066-12-31,Smartphone,West,658.66,17,3.6,1,False
2067-01-01,Smartphone,Central,308.07,1,3.7,1,True
2067-01-02,Laptop,Central,1368.86,19,3.4,1,True
2067-01-03,Smartphone,West,632.83,5,4.8,2,False
2067-01-04,Tablet,Central,1703.53,18,3.1,8,False
2067-01-05,Laptop,West,1249.73,17,4.6,2,True
2067-01-06,Tablet,South,1731.87,42,3.8,4,False
2067-01-07,Laptop,East,1176.64,41,4.7,2,True
2067-01-08,Smartphone,South,1566.31,4,4.6,6,True
2067-01-09,Smartphone,North,659.18,19,3.2,6,True
2067-01-10,Smartwatch,South,1055.81,31,4.3,8,False
2067-01-11,Smartwatch,South,136.87,3,3.8,2,True
2067-01-12,Tablet,Central,1254.88,3,4.6,1,True
2067-01-13,Smartphone,West,1114.1,29,4.7,1,True
2067-01-14,Smartwatch,North,1535.04,8,3.4,5,True
2067-01-15,Smartphone,Central,1485.02,5,4.0,5,False
2067-01-16,Laptop,North,1292.47,31,4.2,2,True
2067-01-17,Smartwatch,East,207.7,27,4.1,6,True
2067-01-18,Tablet,West,1815.72,33,3.5,2,False
2067-01-19,Smartwatch,Central,134.24,18,3.5,7,True
2067-01-20,Smartphone,South,1626.21,24,4.7,3,True
2067-01-21,Headphones,East,1010.76,26,3.1,2,True
2067-01-22,Headphones,South,1654.19,31,3.5,6,True
2067-01-23,Smartphone,North,983.63,14,3.4,1,True
2067-01-24,Laptop,East,1329.18,25,3.7,5,False
2067-01-25,Smartwatch,Central,790.2,32,4.4,6,False
2067-01-26,Headphones,South,1512.99,39,4.1,8,False
2067-01-27,Laptop,South,582.93,41,4.1,3,False
2067-01-28,Smartphone,North,1466.78,14,4.5,7,True
2067-01-29,Laptop,North,467.43,48,4.6,1,True
2067-01-30,Smartphone,West,1472.12,48,3.3,6,True
2067-01-31,Smartwatch,West,657.98,27,3.2,1,True
2067-02-01,Laptop,North,629.4,22,3.6,7,False
2067-02-02,Smartwatch,West,1641.84,38,4.7,8,True
2067-02-03,Laptop,South,1646.02,7,4.1,6,True
2067-02-04,Smartphone,North,1413.66,33,3.3,1,True
2067-02-05,Smartphone,East,1855.43,43,3.3,8,True
2067-02-06,Laptop,North,396.77,41,4.8,2,False
2067-02-07,Smartphone,Central,611.71,33,3.7,9,False
2067-02-08,Tablet,Central,658.63,24,3.5,1,True
2067-02-09,Tablet,North,680.04,26,4.4,6,True
2067-02-10,Smartwatch,East,723.26,42,4.7,5,True
2067-02-11,Tablet,North,1424.32,31,3.9,5,True
2067-02-12,Tablet,East,614.44,27,4.6,6,True
2067-02-13,Headphones,South,643.25,13,3.9,6,False
2067-02-14,Headphones,South,1183.79,31,4.4,8,False
2067-02-15,Headphones,East,467.38,32,4.1,4,True
2067-02-16,Headphones,West,793.29,23,4.8,9,False
2067-02-17,Smartphone,South,210.09,37,3.7,8,False
2067-02-18,Smartwatch,Central,1909.84,40,4.5,1,False
2067-02-19,Smartwatch,North,702.88,45,4.4,4,False
2067-02-20,Tablet,West,1715.08,16,4.7,8,True
2067-02-21,Smartwatch,Central,1106.9,39,4.2,8,True
2067-02-22,Tablet,North,533.6,8,3.9,4,True
2067-02-23,Smartwatch,Central,467.51,18,3.1,8,False
2067-02-24,Laptop,West,1420.43,27,4.7,3,False
2067-02-25,Laptop,East,1933.25,9,4.8,3,True
2067-02-26,Smartwatch,North,447.83,28,3.9,9,False
2067-02-27,Smartphone,Central,319.3,22,3.4,7,True
2067-02-28,Tablet,Central,835.49,11,4.3,6,True
2067-03-01,Smartwatch,West,848.24,22,3.2,2,False
2067-03-02,Tablet,West,1631.88,49,3.1,9,False
2067-03-03,Headphones,West,990.89,14,3.6,1,True
2067-03-04,Smartwatch,East,218.68,23,4.4,1,True
2067-03-05,Smartphone,South,1849.27,2,4.6,8,True
2067-03-06,Headphones,Central,809.06,15,3.3,3,False
2067-03-07,Smartwatch,East,1370.21,5,4.9,9,True
2067-03-08,Laptop,Central,1368.23,29,4.1,7,True
2067-03-09,Smartwatch,East,207.05,33,4.9,7,False
2067-03-10,Laptop,North,106.85,48,3.3,1,False
2067-03-11,Laptop,South,267.27,44,3.9,1,True
2067-03-12,Smartwatch,Central,1917.41,30,3.9,7,False
2067-03-13,Smartwatch,West,1608.59,46,3.8,9,True
2067-03-14,Laptop,South,350.82,17,4.9,2,True
2067-03-15,Tablet,Central,1268.25,1,4.7,7,False
2067-03-16,Headphones,North,1262.75,14,4.6,8,True
2067-03-17,Smartphone,Central,101.06,47,3.6,2,False
2067-03-18,Smartwatch,Central,915.22,44,3.7,1,False
2067-03-19,Headphones,Central,1452.37,17,3.5,7,True
2067-03-20,Headphones,South,454.91,9,4.6,1,True
2067-03-21,Tablet,Central,1716.72,35,3.8,2,True
2067-03-22,Headphones,West,1354.58,31,5.0,5,True
2067-03-23,Smartwatch,East,113.16,12,3.7,3,True
2067-03-24,Headphones,West,1724.34,45,3.3,5,False
2067-03-25,Smartwatch,North,136.86,2,4.9,8,False
2067-03-26,Smartwatch,South,1787.06,15,4.6,5,False
2067-03-27,Laptop,East,734.07,34,4.2,3,True
2067-03-28,Tablet,South,1427.44,37,4.7,2,True
2067-03-29,Smartphone,South,1596.12,41,4.9,5,True
2067-03-30,Laptop,Central,634.41,30,4.7,1,True
2067-03-31,Smartphone,West,777.23,14,4.8,6,True
2067-04-01,Smartwatch,East,1068.13,45,3.5,4,False
2067-04-02,Laptop,Central,1207.11,4,4.0,5,False
2067-04-03,Headphones,East,654.88,8,4.6,9,False
2067-04-04,Headphones,West,1985.55,23,4.1,5,False
2067-04-05,Smartphone,Central,1500.31,7,4.3,3,False
2067-04-06,Smartwatch,East,620.89,17,4.8,8,False
2067-04-07,Smartphone,Central,1316.82,22,3.6,8,True
2067-04-08,Tablet,South,927.21,38,4.1,1,False
2067-04-09,Headphones,North,1734.62,26,4.1,8,True
2067-04-10,Laptop,East,725.01,8,3.7,9,False
2067-04-11,Laptop,West,456.92,22,3.7,5,False
2067-04-12,Laptop,East,187.66,40,4.5,5,False
2067-04-13,Headphones,North,1970.19,45,4.9,8,True
2067-04-14,Smartwatch,East,782.52,22,4.3,1,False
2067-04-15,Headphones,East,518.99,40,4.0,2,True
2067-04-16,Headphones,East,1034.36,5,4.5,9,True
2067-04-17,Laptop,West,654.11,9,5.0,6,False
2067-04-18,Headphones,North,542.51,20,3.2,3,False
2067-04-19,Laptop,North,1271.13,22,4.3,6,False
2067-04-20,Smartwatch,West,242.21,34,4.1,9,True
2067-04-21,Tablet,East,1067.09,35,4.2,7,True
2067-04-22,Laptop,East,836.12,36,3.0,9,True
2067-04-23,Smartphone,North,1111.81,19,4.9,7,False
2067-04-24,Tablet,East,708.84,28,3.2,1,False
2067-04-25,Smartwatch,South,1183.61,7,3.6,9,False
2067-04-26,Tablet,East,255.46,41,3.6,4,False
2067-04-27,Laptop,East,814.7,38,4.5,2,False
2067-04-28,Smartwatch,Central,551.25,3,4.3,9,False
2067-04-29,Smartphone,North,932.37,32,3.1,5,False
2067-04-30,Laptop,North,856.84,46,3.3,2,True
2067-05-01,Laptop,South,1299.25,45,3.6,9,False
2067-05-02,Smartwatch,South,1294.64,31,4.4,7,True
2067-05-03,Smartwatch,South,885.39,45,4.9,7,True
2067-05-04,Tablet,North,445.08,25,3.6,1,True
2067-05-05,Smartphone,Central,1205.64,33,4.1,5,False
2067-05-06,Tablet,Central,1936.38,47,3.7,4,True
2067-05-07,Tablet,West,452.34,5,4.2,5,False
2067-05-08,Laptop,North,231.21,29,4.3,7,False
2067-05-09,Smartwatch,West,602.67,31,4.0,6,False
2067-05-10,Laptop,East,884.55,26,3.8,7,True
2067-05-11,Smartphone,South,681.76,21,4.8,4,True
2067-05-12,Tablet,West,1685.95,34,4.6,1,True
2067-05-13,Smartphone,West,1036.75,37,5.0,7,True
2067-05-14,Smartwatch,North,567.64,49,3.8,1,True
2067-05-15,Smartwatch,South,1905.38,1,3.1,6,True
2067-05-16,Headphones,South,337.62,4,4.3,1,False
2067-05-17,Smartphone,Central,333.53,47,4.6,2,False
2067-05-18,Laptop,West,566.04,47,4.9,3,False
2067-05-19,Smartphone,Central,245.87,22,3.0,3,True
2067-05-20,Tablet,West,1528.14,16,4.8,7,True
2067-05-21,Smartwatch,North,694.34,45,4.0,9,False
2067-05-22,Smartwatch,North,1486.69,46,3.7,2,True
2067-05-23,Smartphone,East,1549.2,32,3.4,5,True
2067-05-24,Smartphone,West,551.29,34,4.6,6,False
2067-05-25,Smartphone,West,1084.89,21,3.7,8,False
2067-05-26,Tablet,South,1087.23,27,4.2,6,False
2067-05-27,Tablet,South,1755.59,42,4.0,6,True
2067-05-28,Laptop,Central,148.7,37,3.5,6,True
2067-05-29,Smartphone,East,701.92,3,4.6,4,False
2067-05-30,Laptop,North,1776.73,43,3.6,7,True
2067-05-31,Headphones,West,549.93,45,4.6,6,False
2067-06-01,Tablet,Central,360.07,34,3.8,1,False
2067-06-02,Smartwatch,East,1194.66,7,3.1,7,True
2067-06-03,Headphones,South,681.17,29,4.5,1,False
2067-06-04,Smartwatch,East,987.86,3,4.8,6,True
2067-06-05,Headphones,Central,1658.02,45,3.2,2,True
2067-06-06,Laptop,North,1089.32,38,4.2,5,True
2067-06-07,Laptop,South,1080.19,41,3.1,1,False
2067-06-08,Tablet,South,628.55,2,4.7,7,True
2067-06-09,Smartwatch,North,1606.44,12,5.0,1,False
2067-06-10,Headphones,South,1505.65,15,4.0,7,True
2067-06-11,Smartphone,Central,544.83,16,3.6,8,True
2067-06-12,Smartphone,South,708.01,3,4.7,4,True
2067-06-13,Tablet,West,1598.39,27,4.0,3,False
2067-06-14,Smartwatch,East,779.66,46,3.9,1,False
2067-06-15,Smartphone,Central,866.76,23,3.5,7,True
2067-06-16,Tablet,North,792.38,33,4.2,2,False
2067-06-17,Tablet,Central,407.1,48,4.2,4,False
2067-06-18,Smartwatch,West,747.7,27,3.5,4,True
2067-06-19,Smartphone,South,1625.58,24,3.4,8,True
2067-06-20,Smartphone,South,1033.04,38,3.9,2,True
2067-06-21,Smartphone,Central,970.61,27,3.9,3,False
2067-06-22,Laptop,South,397.07,47,3.3,1,True
2067-06-23,Smartphone,South,437.38,31,3.6,7,True
2067-06-24,Headphones,West,181.61,15,3.3,8,True
2067-06-25,Laptop,North,126.52,35,4.8,2,True
2067-06-26,Laptop,East,1027.23,36,3.1,2,True
2067-06-27,Laptop,Central,877.54,24,4.8,1,True
2067-06-28,Laptop,North,623.22,17,4.1,1,True
2067-06-29,Tablet,East,1981.09,45,4.3,4,True
2067-06-30,Headphones,North,856.19,34,4.8,4,True
2067-07-01,Smartwatch,Central,1598.81,1,3.7,8,True
2067-07-02,Smartphone,West,500.04,20,4.4,5,False
2067-07-03,Laptop,West,569.38,6,4.3,4,True
2067-07-04,Smartwatch,West,1179.94,5,5.0,9,False
2067-07-05,Tablet,North,107.65,29,3.1,6,False
2067-07-06,Smartwatch,Central,133.11,6,3.9,1,True
2067-07-07,Laptop,South,370.22,33,5.0,7,True
2067-07-08,Headphones,South,523.93,45,3.7,8,False
2067-07-09,Smartwatch,West,1102.91,38,4.9,4,False
2067-07-10,Laptop,North,1403.84,29,4.6,3,True
2067-07-11,Laptop,South,692.57,44,3.7,1,False
2067-07-12,Smartphone,North,554.23,10,3.1,8,False
2067-07-13,Smartphone,Central,1663.34,32,3.6,9,True
2067-07-14,Headphones,West,409.28,25,3.2,1,False
2067-07-15,Smartphone,East,1388.82,28,3.9,9,True
2067-07-16,Headphones,West,1869.53,29,4.9,4,False
2067-07-17,Tablet,East,541.2,35,4.0,5,False
2067-07-18,Tablet,South,265.23,47,3.9,5,True
2067-07-19,Smartphone,East,1961.54,32,3.4,6,False
2067-07-20,Tablet,North,614.47,46,4.2,2,True
2067-07-21,Smartwatch,East,623.76,36,3.9,2,False
2067-07-22,Smartwatch,South,1019.17,7,4.5,5,False
2067-07-23,Smartwatch,South,539.01,10,4.0,5,True
2067-07-24,Tablet,West,1986.46,46,4.8,1,True
2067-07-25,Smartwatch,South,181.64,34,4.6,9,False
2067-07-26,Headphones,North,957.8,33,3.3,2,False
2067-07-27,Laptop,East,1141.86,26,3.3,7,True
2067-07-28,Smartphone,Central,987.21,48,3.0,2,False
2067-07-29,Headphones,South,1088.99,48,3.7,8,True
2067-07-30,Smartwatch,East,1976.4,13,3.1,6,False
2067-07-31,Laptop,West,1766.11,30,3.9,8,False
2067-08-01,Smartphone,Central,686.04,32,3.5,7,True
2067-08-02,Headphones,West,1147.81,33,4.0,7,False
2067-08-03,Smartphone,North,100.59,6,3.3,8,False
2067-08-04,Tablet,West,878.18,36,4.1,9,False
2067-08-05,Smartwatch,East,411.36,2,4.9,8,True
2067-08-06,Headphones,Central,1451.59,7,4.3,5,True
2067-08-07,Headphones,West,520.07,30,4.1,3,True
2067-08-08,Laptop,West,1522.9,46,4.6,9,False
2067-08-09,Laptop,North,695.0,26,3.0,8,False
2067-08-10,Laptop,East,1859.07,25,3.6,6,True
2067-08-11,Smartphone,West,946.29,33,5.0,2,False
2067-08-12,Smartwatch,East,1695.08,42,4.6,3,False
2067-08-13,Smartphone,South,1293.52,6,3.2,1,False
2067-08-14,Smartwatch,North,1957.06,8,3.7,7,True
2067-08-15,Headphones,North,1511.17,9,3.9,8,True
2067-08-16,Smartphone,North,1482.64,11,4.9,7,True
2067-08-17,Smartphone,East,603.25,24,4.2,7,True
2067-08-18,Smartphone,West,1059.23,6,3.2,5,False
2067-08-19,Tablet,West,651.22,40,4.0,9,True
2067-08-20,Smartwatch,East,136.66,16,3.6,2,False
2067-08-21,Smartwatch,East,1450.11,17,3.7,5,True
2067-08-22,Smartphone,South,548.09,24,3.2,8,False
2067-08-23,Tablet,Central,854.92,7,3.9,8,False
2067-08-24,Smartphone,Central,640.81,40,4.3,9,True
2067-08-25,Smartwatch,North,479.31,40,4.5,2,False
2067-08-26,Headphones,West,227.53,27,4.4,8,False
2067-08-27,Tablet,North,741.99,10,4.3,6,True
2067-08-28,Tablet,West,255.32,9,4.7,3,True
2067-08-29,Smartphone,West,1126.61,10,3.7,7,False
2067-08-30,Headphones,South,137.29,49,3.4,2,True
2067-08-31,Smartwatch,East,1886.04,30,3.2,2,True
2067-09-01,Laptop,East,1936.3,9,3.3,2,True
2067-09-02,Smartwatch,East,678.84,46,3.3,3,False
2067-09-03,Smartwatch,Central,594.37,26,4.8,7,False
2067-09-04,Headphones,East,298.37,34,3.4,2,False
2067-09-05,Tablet,Central,1819.35,35,3.2,6,False
2067-09-06,Smartwatch,North,1215.04,27,3.8,8,False
2067-09-07,Tablet,Central,1259.24,20,3.3,8,False
2067-09-08,Headphones,West,1802.13,24,3.3,4,True
2067-09-09,Headphones,South,1830.49,27,3.7,5,False
2067-09-10,Smartphone,South,1673.85,41,4.8,2,True
2067-09-11,Laptop,West,1569.54,19,3.1,1,False
2067-09-12,Headphones,North,1766.76,18,3.4,5,True
2067-09-13,Headphones,South,1764.34,43,4.6,9,True
2067-09-14,Tablet,West,800.43,41,3.5,4,True
2067-09-15,Headphones,South,1949.44,12,3.9,1,True
2067-09-16,Smartwatch,Central,1447.35,40,3.2,1,True
2067-09-17,Smartphone,South,803.4,18,4.6,4,True
2067-09-18,Smartphone,Central,939.89,8,4.5,2,False
2067-09-19,Smartwatch,Central,1405.55,36,3.3,4,False
